,character,quote,scene,location,view,episode,date,series
314,PULASKI,"       Medical research is sometimes   a risky business, Commander.   It's all part of being human.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
315,PULASKI,"       ... Your name is Astarte... this   is your brother, David...",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
316,DATA,"   All within tolerance, Doctor.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
317,PULASKI,"       The manufacturer will be pleased   to hear it.       I appreciate your help, but your   bedside manner needs work.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
318,PULASKI,   There was no warning.,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
319,PICARD,       Doctor!,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
320,PULASKI,       Acute arthritic inflammation of   all joints. It's the initial   symptom of the disease.,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
321,PICARD,       Good lord!,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
322,PULASKI,   The children must be returned   to their isolation environment.,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
323,WORF,"   Transporter set to original   coordinates, Captain.",	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
324,PICARD,"   Energize.       Glad you're here, Number One.",	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
325,PULASKI,"   Thank you, Captain.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
326,PICARD,"       We'll have a medical team waiting   for you in the shuttle bay,   Doctor.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
327,PULASKI,   I'm afraid that's out of the   question. We still don't   understand what we're dealing   with. That means I'm subject   to the same quarantine as the   Darwin Station.       I recommend a delta-level   decontamination of the Sickbay   and the shuttle bay. Shuttle   One out.,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
328,PICARD,   Doctor!,	INT. ENTERPRISE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
329,WORF,"   Captain, I'll see to the   decontamination myself.",	INT. ENTERPRISE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
330,DATA,   How do you feel?,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
331,PULASKI,"    (slowly flexing her     fingers)   Not exactly up to factory specs.       The pain is tolerable, thank you.",	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
332,DATA,   Set course for Darwin Station?,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
333,PULASKI,   We're already quarantined. What   do we have to lose?,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
334,PICARD,"   I wish it were that simple, Will.",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
335,RIKER,   A meaningless detail on a medical   form...,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
336,PICARD,"   I agree it seems insignificant,",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
337,RIKER,   You have the authority to   countermand it.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
338,PICARD,"   My authority flows from the chain   of command. If you, or any other   officer, have anything less than   full confidence that your orders   will be carried out, then my rank   of Captain is meaningless.c",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
339,RIKER,"       Sir, if there's any way I can   help get them back...",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
340,PICARD,   Of course.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
341,WESLEY ,"       Captain, Shuttle One is decending   to Gagarin Four.",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
342,PICARD,"       Thank you, Mister Crusher.       The medical emergency at Darwin   Station is ongoing. We'll   continue to assist, but our   immediate concern is the   evacuation of our two officers.   Anyone?",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
343,TROI,   Shouldn't Kate be involved in   this?,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
344,PICARD,"   Judging from what we saw on the   Lantree, Doctor Pulaski may not   be able to help herself.",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
345,TROI,       I suggest transporting them both   back to the ship. We should use   whatever time we have to seek   the best medical resources   available.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
346,RIKER,   The transporter won't protect   us. The children went through   the transporter and still   infected Doctor Pulaski.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
347,GEORDI,   The bio-filter can be adjusted.   We could alter the filter to   screen out whatever it is that's   causing...,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
348,PICARD,   Precisely. We can't protect   ourselves against the unknown.   What we need is a filter that   isn't bio-dependent.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
349,RINA,"   What about the ""trace?""",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
350,RIKER,   The transporter trace?,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
351,RINA,"   The transporter keeps a computer   record of every transmission,   a footprint if you will. Usually   it's only stored for security   purposes, but if we used the   trace data to control the   reconstitution process...",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
352,PICARD,       Is that possible?,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
353,GEORDI,"   I hate to admit it, but it never   occured to me. All I can tell   you is she hasn't been wrong yet.",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
354,PICARD,   Very well. Thank you Ensign... ?,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
355,TROI,"   Excuse me, Captain. But where   will we get the trace data? As   far as I know Kate's never used   the transporter.",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
356,PICARD,   Never?,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
357,RIKER,"   She's... a woman of strongly held   opinions, sir.       What about a previous assignment?",	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
358,TROI,   Her last ship was the Repulse.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
359,PICARD,       Bridge. Signal the USS Repulse   on the sub-space captain's   priority channel.,	INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
360,MANDEL,       Doctor Pulaski...       I can only tell you how much I   regret the burden we have imposed   on you.       On both of you.,	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
361,PULASKI,"   Commander Data is an android,   Doctor. He is unaffected. As   for me, this was my choice, not   yours.",	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
362,MANDEL,   I still can't believe the   children had anything to do with   this.,	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
363,DATA,    (gestures toward     Pulaski)   The evidence is fairly   conclusive.,	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
364,MANDEL,   But the children were designed   to ward off any disease agents.,	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
365,PULASKI,       I think it's time we talked about   that.,	INT. DARWIN STATION LAB BUILDING,DARWIN STATION LAB BUILDING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
366,MANDEL,       Our ultimate achievement.,	INT. ISOLATION LABORATORY - OBSERVATION AREA,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
367,PULASKI,   Genetically... engineered...,	INT. ISOLATION LABORATORY - OBSERVATION AREA,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
368,MANDEL,"   Created!       Perfect in every way. Better   than perfect. Their bone   structure, their musculature...       their brains!",	INT. ISOLATION LABORATORY - OBSERVATION AREA,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
369,PULASKI ,       What about their immune system?,	INT. ISOLATION LABORATORY,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
370,MANDEL ,   That was our masterpiece. An   aggressive immunity that attacks   any invader and destroys it   genetically.,	INT. ISOLATION LABORATORY,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
371,PULASKI ,   That's it.,	INT. ISOLATION LABORATORY,ISOLATION LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
372,PULASKI,   Thelusian flu!,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
373,MANDEL,   Thelusian flu?,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
374,PULASKI,   The first officer of the Lantree   had Thelusian flu -- an airborne   virus.    (nods toward     children)   How would their immune system   react to it?,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
375,MANDEL,   By altering the genetic pattern.   Forcing the virus into   extinction.,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
376,PULASKI,       I'm afraid that's what's   happening to us.,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
377,MANDEL,   We were so concerned about   protecting them -- we overlooked   the obvious!       The one decision we made with   our hearts... turns out to be   a mistake.,	INT. ISOLATION CHAMBER - OBSERVATION AREA,ISOLATION CHAMBER,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
378,TAGGERT,"       Sorry, Picard. We purged the   Doctor Pulaski's trace right   after her transfer. Not that   she used the transporter much,   she preferred using the   shuttlecraft.       I'd have given her a shuttle if   it would have kept her here.   Best CMO I ever served with.",	INT. CAPTAIN'S READY ROOM,CAPTAIN'S READY ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
379,PICARD,"   Tell me, Taggart. If she served   you as well as you say, why did   you let her go?",	INT. CAPTAIN'S READY ROOM,CAPTAIN'S READY ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
380,TAGGERT,"       I guess you haven't run into her   stubborn streak.       The moment she heard of the   opening on the Enterprise, she   put in a request for transfer.   Knew your service record backward   and forward. Apparently she's   been an admirer of yours for some   time.",	INT. CAPTAIN'S READY ROOM,CAPTAIN'S READY ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
381,PICARD,       Extraordinary.,	INT. CAPTAIN'S READY ROOM,CAPTAIN'S READY ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
382,PULASKI,   He's is trying to isolate the   altered genetic pattern.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
383,MANDEL,   But the computer run could take   months.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
384,PULASKI,       Not necessarily. Commander   Data... has a way with computers.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
385,DATA,       Comparing genetic samples   indicates a transposition of   these two proteins.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
386,MANDEL,   It appears that the antibodies   have been too effective.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
387,PULASKI,   What do you mean?,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
388,DATA,   I believe she is referring to the   fact that the human genome is   self replicating.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
389,MANDEL,   He's quite right. Every cell   in our bodies is now programmed   for extinction.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
390,PICARD,"   Have you made any progress,   Doctor Pulaski?",	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
391,PULASKI,       The Darwin staff has amassed some   amazing new data on the   physiology of aging --,	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
392,PICARD,"       I'm sure, but right now I'm   concerned about you.",	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
393,PULASKI,"       We've isolated the altered DNA,   but the process may not be   reversible. The others are   already at work in the primary   lab -- where I should be.",	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
394,PICARD,"       No, Doctor. You and Commander   Data belong here.",	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
395,PULASKI,       Commander Data is preparing to   leave now.,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
396,PICARD,       Doctor...,	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
397,PULASKI,"   Jean-Luc... I appreciate what   you're trying to do.       But I got into this by leaping   before I looked, and I won't   allow you to make the same   mistake.",	INT. DARWIN LABORATORY,DARWIN LABORATORY,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
398,PULASKI ,"       It's still my responsibility,   and the quarantine is still   valid.       I'm afraid this is the moment   of truth.",	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
399,PULASKI ,"   Chief Medical Officer Pulaski's   final report to the Enterprise...       Just as changes in evolution are   known to be caused by changes   in the environment, we now have   evidence that the process also   works in reverse.       The quarantine of the Darwin   Station must be maintained until   the end.       Pulaski out.",	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
400,DATA,"   I am sorry I could not be more   helpful, Doctor Pulaski.",	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
401,PULASKI,"    (a glimmer of     admiration)   You did everything you could,   Commander.    (extends her hand     with a smile)   As androids go, you're in a class   by yourself.",	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
402,DATA,   Doctor --,	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
403,PULASKI,   Please give my best to the   captain.,	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
404,DATA,   Enterprise. Commander Data ready   to beam aboard.,	INT. SHUTTLECRAFT,SHUTTLECRAFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
405,WESLEY,   Sir. Commander Data is back   aboard.,	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
406,TROI,"   Jean-Luc, don't try to carry all   the weight for this tragedy.   Kate knew what she was doing.",	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
407,PICARD,       If I was certain we had tried   absolutely every --       Stand by.,	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
408,MEDIC,   No life forms present.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
409,PICARD,"   Good to see you, Data.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
410,DATA,"   Yes, sir.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
411,PICARD,   Tell me quickly -- you were   unaffected because you have no   genetic material?,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
412,DATA,"   Correct, sir.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
413,PICARD,   And Doctor Pulaski's DNA is   altered -- and that's what brings   on the aging?,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
414,DATA,   Precisely. An almost   undetectable transposition in   the human genome. It takes a   number of interactions of the --,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
415,PICARD,   Come on. We've got one more card   to play.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
416,GEORDI,   Sir?,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
417,PICARD,"   Ensign, I need your opinion.",	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
418,RINA,       Sir?,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
419,PICARD,   You said the transporter could   be altered to filter out changes   in Doctor Pulaski.,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
420,RINA,   If we'd had the trace...,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
421,PICARD,   Well it turns out the changes   are in her DNA. If we used a   sample of the doctor's DNA --   say from a blood test -- that   was taken before --,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
422,RINA,   Could we filter out her genetic   alterations? Absolutely!,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
423,PICARD,"   You're picking up some bad   habits, Ensign, but yes, you took   the words right out of my mouth.       Can you make the modifications?",	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
424,RINA,   Of course!,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
425,PICARD,   Make it so.,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
426,GEORDI,       Hop to it Ensign. You've got   work to do.,	INT. ENGINEERING,ENGINEERING,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
427,PICARD,"   Darwin Station, this is the   Enterprise.",	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
428,PICARD,"       We may have come up with an   answer, Doctor. We're looking   for a sample of your normal DNA   to use as a filter. We think   we'll be able to transport you   while cancelling out any changes   that have taken place.",	INT. ENTERPRISE - BRIDGE,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
429,PULASKI,"       An interesting idea, Captain.       But what about Doctor Mandel and   her colleagues?",	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
430,MANDEL,   Kate.       If this works -- we may be able   to use the same technique to save   ourselves. We have DNA samples.,	INT. DARWIN ISOLATION LAB,DARWIN ISOLATION LAB,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
431,RIKER,   A blood test or tissue specimen   -- anything that would provide   a sample of Pulaski's original   DNA.,	INT. ENTERPRISE - SICKBAY,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
432,DATA,"   Afraid not, sir. Her records   were shipped by way of Starfleet   headquarters. They haven't   caught up with us yet.",	INT. ENTERPRISE - SICKBAY,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
433,RIKER,   This is ridiculous.       A single cell! A single --,	INT. ENTERPRISE - SICKBAY,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
434,RIKER,       This is an emergency! Unlock   Medical Officer Pulaski's   quarters!,	INT. ENTERPRISE - CORRIDOR,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
435,COM PANEL ,"   Riker, William T., relieved of   active duty on   two-three-four-six-nine-point-seven...",	INT. ENTERPRISE - CORRIDOR,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
436,DATA,"       Allow me, sir.",	INT. ENTERPRISE - CORRIDOR,ENTERPRISE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
437,RIKER,   Anything! Even a fingernail   clipping!       Or a hair!,	INT. PULASKI'S QUARTERS,PULASKI'S QUARTERS,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
438,PICARD,   Doctor... you should know. This   has never been done before. Are   you willing to chance it?,	INT. BRIDGE,BRIDGE,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
439,PULASKI,"       I'll tell you one thing. If I   live through this...    (bends elbow and     flinches in pain)   I'll have a much better   understanding of geriatrics.       Standing by, Captain.",	INT. DARWIN LABORATORY.,DARWIN LABORATORY.,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
440,RINA,"   Ready, Captain.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
441,WORF,   The isolation forcefield is in   place.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
442,PICARD,       I'll operate the transporter   myself.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
443,WORF,"   That's not necessary, sir.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
444,PICARD,   I'm afraid it is. If something   should go wrong. If Doctor   Pulaski is not fully... restored.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
445,RIKER,       Then she's still capable of   contaminating the ship.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
446,PICARD,       In that event there should be   time to redirect the transporter   and... disperse her. It's not   a responsibility I can delegate.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
447,GEORDI,"   Don't worry, Captain. It's not   going to come to that.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
448,PICARD,   You seem to have absolute faith   in the ensign's work.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
449,GEORDI,"       Like I said, she's never wrong.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
450,PICARD,"   Very well, then.       Engage forcefield.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
451,PICARD ,"       Doctor Pulaski, are you ready?",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
452,PULASKI,       I suppose I --,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
453,RIKER,   Captain...,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
454,PICARD,"   Welcome aboard, Doctor.",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
455,RIKER,   Doctor... I'm ready to take the   Rheinman test.,	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
456,PULASKI,"   Glad you reconsidered, Commander.       This is Chief Medical Officer   Pulaski. Commander Riker is   restored to active duty effective   immediately.       My schedule's a little tight.       What do you say we put it off   for a day or so?",	INT. TRANSPORTER ROOM,TRANSPORTER ROOM,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
457,PULASKI,   Captain... If this hadn't   worked? If...,	INT. TURBOLIFT,TURBOLIFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
458,PICARD,"       It would have been necessary to   beam your energy into empty   space.       Happily, there's no reason to   concern yourself with --",	INT. TURBOLIFT,TURBOLIFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
459,PULASKI,   Why should I be concerned about   having my atoms spread across   the galaxy? I imagine that's   what's going to happen every time   I use the damn thing.,	INT. TURBOLIFT,TURBOLIFT,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
460,GEORDI,   Looks like you'll be going to   your next assignment with a   captain's commendation in your   record.,	INT. CORRIDOR,CORRIDOR,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
461,RINA,"   Thanks to you. And the way   you... see things.       Tell me. When you look at me,   what do you see?",	INT. CORRIDOR,CORRIDOR,INT.,"""Unnatural Selection""",1988-11-10,The Next Generation
